Event Time,Facets Product ID,Effective Date,User ID,Response Time (Seconds),Retry Count,Question,Answer,Feedback Type,Feedback Reason Code,Feedback Additional Comments
2026-04-27T23:26:13.437Z,ML002185,20260101,jcalin02,30,0,What is my copayment for having an outpatient MRI with an Imaging center?,"For an outpatient MRI at an imaging (radiology) center, the in-network copay is $100 per visit. If the MRI is done out-of-network, it’s 50% coinsurance (and is subject to the out-of-network deductible) [1].",,,
2026-04-27T23:25:33.521Z,M0042152,20260101,bcamac01,17,0,INTERNATIONAL,"Can you clarify what you mean by “INTERNATIONAL”? Are you asking about emergency care while traveling outside the U.S., non-emergency care outside the U.S., or care outside of California but still within the U.S. (BlueCard®)?",,,
2026-04-27T23:25:25.346Z,M0042152,20260101,bcamac01,18,0,INTERNATIONL,"I need a bit more detail to answer “INTERNATIONL.” Are you asking about coverage for care outside of California within the U.S. (BlueCard area), or care outside the U.S. (international)—and is it emergency/urgent or routine/non-emergency?",,,
2026-04-27T23:25:13.681Z,MI011320,20260101,avega03,31,0,which medical group belong the immunization shot,"Immunization shots fall under the plan’s Preventive Health Services (Annual Health Exams) benefit and are covered only when provided by a Participating (in-network) Provider. The plan document does not list a specific Member medical group assignment for immunizations, so I can’t confirm “which medical group” from this data.",,,
2026-04-27T23:22:51.676Z,M0037517,20250101,jdunca06,75,0,TIER 2 BENEFITS PHARMACY,"For this PPO plan, Tier 2 pharmacy (Participating Pharmacy) is $50 per prescription (Retail 30-day), $150 per prescription (Retail 90-day), and $100 per prescription (Mail Order 90-day), and Tier 2 is subject to the plan’s pharmacy deductible. Out-of-network (Non-Participating Pharmacy) outpatient Rx is not covered.",,,
2026-04-27T23:22:45.209Z,ML002184,20260101,lfranc02,21,0,specialist visit,"For a specialist office visit, this PPO plan charges $8 per visit in-network and 50% coinsurance out-of-network (after the out-of-network deductible). Out-of-pocket maximums apply.",,,
2026-04-27T23:22:01.874Z,MI014321,20260101,despin02,51,0,computed tomoraphy,"A CT scan (computed tomography) falls under Advanced Imaging Services on this PPO plan. In-network, the cost is $325 per visit whether done at an outpatient radiology center or the outpatient department of a hospital; out-of-network it’s 50% coinsurance (and the hospital outpatient setting also has a maximum payable amount up to $500 per day).",,,
2026-04-27T23:21:26.792Z,M0033795,20240101,test_id,27,0,What is my copayment or cost for seeing my Primary Care Physician (PCP)?,"For an in-network Primary Care Physician (PCP) office visit, the copay is $35 per visit, and it is not subject to the medical deductible. Out-of-network PCP visits are not covered under this HMO plan.",,,
2026-04-27T23:20:31.510Z,M0033795,20240101,test_id,20,0,What is my copayment or cost for seeing my Primary Care Physician (PCP)?,"For an in-network Primary Care Physician (PCP) office visit, the copay is $35 per visit. Out-of-network PCP visits are not covered under this HMO plan (member pays 100% of billed charges).",,,
2026-04-27T23:19:55.812Z,M0033795,20240101,test_id,29,0,What is my copayment or cost for seeing my Primary Care Physician (PCP)?,"For this HMO plan, a Primary Care Physician (PCP) office visit (generalist) has a $35 copay per visit when the member uses an in-network (HMO Provider) PCP, and it is not subject to the medical deductible. Out-of-network PCP office visits are not covered.",,,
2026-04-27T23:19:55.669Z,MJ008534,20260101,mpiran01,84,0,COLONOSCOPY FREQUENCY LIMITATION,"I couldn't find a specific colonoscopy frequency limitation (e.g., “once every X years”) in the current plan document. The plan does show how screening (preventive) vs diagnostic colonoscopies process, and I’ve listed the applicable benefits and cost shares below.",,,
2026-04-27T23:19:29.526Z,ML002184,20260101,mflore04,39,0,dietitian visit copay,"It depends on what the dietitian visit is for. General “nutritional therapy/counseling” is not covered under this plan, but Diabetes Medical Nutrition Therapy is covered at no charge in-network.",,,
2026-04-27T23:18:40.987Z,ML002187,20260101,kdecen01,84,0,pre natal check up,"For a prenatal checkup (pre/postnatal visit), the plan covers the visit at no charge when performed by an in-network (Participating) provider. If performed by an out-of-network (Non-Participating) provider, it is 50% coinsurance and subject to the out-of-network deductible. [1]",,,
2026-04-27T23:16:25.525Z,ML002175,20260101,lvarga02,36,0,What would be the cost share for an emergency?,"For an emergency room (ER) visit, the plan charges $400 copay per visit for the ER facility, and the ER physician services are No Charge. If the ER visit results in an inpatient admission, the cost share is 30% coinsurance (and it is subject to the medical deductible).",,,
2026-04-27T23:16:05.541Z,MJ008534,20260101,mpiran01,57,0,MAMMOGRAM FREQUENCY LIMITATION,"I couldn’t find a specific mammogram frequency limit (e.g., “1 per year” or “every 2 years”) in the current plan document. Screening mammograms fall under Preventive Health Services (Annual Health Exams) and are covered in-network at no charge, while diagnostic mammograms fall under Basic Imaging Services and are subject to the medical deductible and coinsurance.",,,
2026-04-27T23:15:56.193Z,ML002184,20260101,abalan03,11,0,egg breathing,"I need a little clarification: did you mean egg freezing / egg preservation (oocyte cryopreservation), or something else by “egg breathing”? The plan benefits differ depending on which service you’re referring to.",,,
2026-04-27T23:15:37.257Z,ML002187,20260101,bcarid01,49,0,99204 at On Campus-Outpatient Hospital,"CPT 99204 billed in an on-campus outpatient hospital can involve (1) the provider’s professional charge and (2) a hospital outpatient facility charge. In-network, both are subject to the $5,800 individual / $11,600 family medical deductible, then typically 40% coinsurance; out-of-network, the deductible and coinsurance are higher, and the hospital facility portion also has a maximum payable amount limitation.",,,
2026-04-27T23:15:17.577Z,ML002171,20260101,alacun01,38,0,ECG,"For an ECG/EKG, the best match in this plan is Other Outpatient Non-Invasive Diagnostic Testing. In-network, it’s $75 per visit (whether done in an office setting or the outpatient department of a hospital). Out-of-network, it’s 50% coinsurance and subject to the out-of-network medical deductible.",,,
2026-04-27T23:15:04.520Z,MI011320,20260101,avega03,35,0,office visit for the shot,"To quote the correct cost, what “shot” is the Member receiving (e.g., preventive vaccine like flu/COVID, allergy injection, or an office-administered medication)? If this is a typical PCP office visit where the shot is administered in the office, the plan shows a $50 copay for the office visit plus 30% coinsurance for the injectable medication administration (both in-network).",,,
2026-04-27T23:14:58.984Z,M0037553,20250101,pwheel01,36,0,chiropractic benefits,Chiropractic services are covered with a $15 copay per visit (no medical deductible) and are limited to 20 visits per member per calendar year. Services must be received from an in-network provider for coverage under this HMO plan.,,,
2026-04-27T23:14:18.849Z,ML002175,20260101,lvarga02,25,0,What would be the cost share for a specialist VISIT?,"For a specialist office visit, the in-network cost share is a $90 copay per visit. Out-of-network, it’s 50% coinsurance (and the provider may bill the Member for the balance).",,,
2026-04-27T23:14:02.450Z,MI011320,20260101,avega03,12,0,clinic,"“Clinic” is too broad to quote a benefit. Please tell me what *type* of clinic visit/service you mean (e.g., urgent care clinic visit, PCP clinic/office visit, specialist clinic visit, outpatient hospital clinic, imaging/lab clinic, mental health clinic), and whether you’re asking about coverage/cost or network/referral rules.",,,
2026-04-27T23:13:51.138Z,MJ008534,20260101,mpiran01,76,0,HOW MUCH LONGER CAN MEMBER HAVE A MAMMIOGRAM IF SHE DID HER LAST SERVICE 04/28/2025,"I couldn't find a plan-stated waiting period or frequency limit for mammograms (for example, “one per year”) in the current plan document. The plan does confirm that breast cancer screening is covered as a Preventive Health Service (in-network only), and diagnostic mammography is covered under the diagnostic imaging benefits.",,,
2026-04-27T23:13:27.982Z,ML002187,20260101,bcarid01,137,2,99204 at On Campus-Outpatient Hospital place of service,,,,
2026-04-27T23:13:09.481Z,MI011320,20260101,avega03,26,0,facilities for immunization shot,"Immunization shots fall under Preventive Health Services (Annual Health Exams) on this plan and are covered at No Charge when provided by a Participating (in-network) Provider. The plan document does not specify particular facility types (e.g., retail pharmacy vs clinic) for immunizations—only that preventive services must be received from a Participating Provider.",,,
2026-04-27T23:12:54.923Z,ML002171,20260101,alacun01,57,0,MEDICAL DIAGNOSTIC,"I can help, but “MEDICAL DIAGNOSTIC” is too broad to quote a specific benefit. Please tell me what diagnostic service you’re referring to (e.g., lab work, X-ray/ultrasound, MRI/CT/PET, other non-invasive testing) and where it will be performed (office/radiology center vs hospital outpatient department).",,,
